,promptId,uniqueId,essay,evaluator_rating
333,2,2_218,"Reduce Gap between RICH &amp; POOR     This is an important issue now. In present time their is a big gap between RICH &amp; POOR peoples.it will results in many things.Rich peoples can't think about the poor peoples.They lives to increes their welth,and mony.At the same time poor peoples run for their meal.so these reasons make very big problems,that is to devide populations in to 2 groups.RICH peoples canot think about their naboures. This problem stars when the peoples are born.in few years back this issue is based on JANMMIY.The janmmys are the rich peoples and they have wide welth and other things.at that time poor peoples are worked on their places.But they could not give any of wage.Their duty is to worked hard from morning to evening. At also thattime their is also a good gap is exsists.We can remove this gap some bodys.Rich peoples can have money.and they needs workers for diffrent jobs.Poor peoples can do that work and tey got their payment.This is an important messure to reduce the problem.Then a small amount of gap can be reduced. WE can do that base the gap can be reduced and poor peoples get payment and to improve their welth.and health for working.Then they can satisfy basic nesecities of life.and also get education,cloths etc...",2.0
334,2,2_43,"we are the indians . In india we have rich and poor peoples but majourly we are having midle clas family. nowadays poor peoples are strugling with some problems which are having the poor peoples more than the rich people. The gap between the rich and poor people in india is more .   Rich peoples are solving their problems by using their capacity and main thing in this is money, by using this money they have solving their problems  but poor peoples initialy they didnt have the money and they didnt known the idea about where we go to solve our problems. threfore rich peolple didnt hire the poor people to solve their problems and donot show their attitude on the poor peoples.main reason for poor peoples are strugling with necessary things that are to be required for the poor peoples is the rich people aquire the poor people areas.poorpeoples are also human so plz keep it in mind the rich people give chance to grow the poor people also,and nowadays it will little bit decresing this system because all are taking the equal stage in any work.governmanet will take the action it to grow the poor peoplesand onething por peoples are also try to have what they are wanting those are present in the society then only theyalso growing to the level reached byrich people. people also trying to knowing the what are facilities are there in the society and think why we are not all have that facilities then only the ou society will improve form the increasing",3.0
335,2,2_18,"yes, it is absolutely correct that the difference between rich and poor is plaughing our society.The richers are getting more richer and the poorer are getting the poorer.The socitey themselves has created vast difference.Due to this difference the children of the poor can not afford higher studies any of good school.the reason behind this only that they do not sufficient money to make their any work in his life.Due to lack money the poor are force to live on the road side ,at the railway stations, bus stand or any other areas.poor person day by day very poorer and rich person day by day richer. poor person very places begging, steel many areas because they are needy for such kind of thing like food, clothes etc.But rich people lot of money and they misuses of the money. poor person faced many problem for everywhere,but richer person by cooreption everywhere come and go for selfopinion.Richer person full enjoy life but poorer person not enjoy for life everything. people see the poor person by bad eyes. Mr. Narendra Modi now days some changes for currency so poor person have many probles because queue is very long for the bank but richer person not standing in the queue because they call for manager et:ll so easily pay to the amount . The report says inequality is poor and rich person. every person born in india.Every person is same for every where not the poor and richer.",2.5
336,2,2_331,"In nowadays society is changing drastically, because of rich people. Rich peopleput away the poor people, they don't know the people working for their ambitions are the poor one. One side of the world the rich people becomingrich and one side of the world peoples becoming poorer. This situation leads us wars between the rich people and poor.  Poor people getting fear from the rich people, so they don't try to beat the rich one. The main problem for the people gettingpoor is due to illiteracy, in poor people living area they don't have the education facility. By continuing his situation  the half of the earth's wealth goes to the hands of the rich people. This leads the poor people can't feed itself for a day's meal. To reduce this we have to educate all the poor peoples equal to the rich one. To do this we have good leaders and rigid governance with protective rules.  Finally some one who becomming rich they do lot of hard work and faces lot of hardle so that they become rich, so one should want to become rich they must do lot of hard work.",1.5
337,2,2_323,In our society the gap between rich and poor are increasing day by day .The richer become more richer and the poor become more poorer.The developmental activities in our socity are namely for poor but the actual benefits are enjoyed by the rich.It is because of inequality amoung them.So the main solution for this problem is to avoid maximum inequality.For this the richer section also have to try. Only they can uplift the poorer. Another solution is to educate the poor childrens and help them to for getting ag ood job.This concept cannot change by taking decisions by one or two group of people it can be solved only by taking as acommon problem.Some times our Government donot take it as aserious problem.Because most of the developmental programmes has poor trikkle down effect. India is consider as developed country for some particulars but we are still under developed for poverty and unemployement which inturns leads to increase this gap of rich and poor.Even though we are issued certain solution for this we are not succesful at the result . So we have to work more accurate and sincearly for this purpose.,2.0
338,2,2_61,"THOUGHTFOR THE SURVIVAL OF THEUNFITTEST21st centuary marks the beginning of innovation. People are very fast forward and competitive in nature. It has led to the widening gap between the poor and rich. We all are the children of God and given opportunityto work and succeed in life but everone could not grabthis opportunity and half of the populationunderlies below the poverty line.The key reason for this mismatch is due the income factor and corruption. Wealty are getting wealthier and the poor remains constant. This makes a wide gap between the one percent population and the rest. Corruption in private as well in government sector deprive the poor from even getting basic needs of life. There is uneven distribution of wealth which even make poor unsuffiecient to afford a day's meal.To avoid this scenario of increasing gap one must wearthe shoes of the poor. This could make richrealize of the hardships the poorface in life. As per the nation's point of view, a legal action should be taken who are involved in corruption. Another remedy is to suggest poor to be involved in smart ideas of being productive. This initiative could be taked by the youth of our country who have creative ideas in mind and have willingnessto help.Pray for a society where there is harmony in people and no child dies due to hunger.",2.5
339,2,2_77,"There is increasing gap between the rich and the poor people in our society. In india, nearly 20% of the people are rich accounding to the servey. There is huge difference between the income of the rich people and the poor people. The poor people donot have the house and food to eat. Every day, many people will die due to the not having the food. There are many laws for the poor but these laws are not affect the poorness of the people.In every day, the rich people will spent crore rupees for the entertainment but the poor people not having a single piece of the food to eat. The govenment should take the urgent step to decrease the difference of the poor and the rich in our society.There are many way to removing these problem, these are as follows: firstly government should provide the equcation to all the people so that they will utilised the potential and increase the economically position. second step will be the government should provide the medical facility and other economical help to decrease gap between rich and poor in our society. There is many step taken by the government and the rich people so that the poor people will be grown from the economy. The rich people will the help the poor to educate the people. The government should provide the home to all the people if they are poor or rich. The manility of the society will change so that there should be not differnce in between the rich as well as the poor. The poor people will work in between with the rich people. In these way we can remove the gap between rich and poor in our society today.",2.5
340,2,2_66,this is the very good topic about the rich and poor people relation he show the rich people have a money he expand on the poor peoplebecause he hasve no money and when you rich person gaave a money the he gave a belssing bescuase he have no more money no house which due to her family problem solve and have any no moneuy for whic her son and daughter not sdtudy so i thik about richest have think about the poor people so im also want make a richest people because i want the help of a poor people and her familynsc i thikl about the thin which have a more money show hwe open trust for poor people and which have a nofamily the gap i thik the the distance between the richest people i thik about here is a very longer distance he fisrt of all wwe are discuss about the money richest people have a more more moneuy but poor have no moneuy for the taking a meal and he have know car nad the bangla show some richest peopl;e are doingh a greatset job in the word because he op[en the trust the for poor people and show i belssing the god his life is longer .yes problem are created but there a huse problem .because here some people have money buit thes tuype of people are not spend the money he is always seeing the poor people .he thik about the people and he i n9ot accepetd the poor people .and in the earth hlaf of the earth poor people are lie but but here some richest peopele are also leis but richest people can not she the the poor people if aal the richest people thinking about the poor people then all the poor people are hiden his have h personel house he easily work in any organizatiin then the distance between poor people and richset people are end up,1.0
341,2,2_234,"Now-a-days, there isonly one percent of the people which are wealthy, while the rest of the population is not even able to feed itself a day's meal. The reason behind the increasing gap between rich and poor is plaguring our society is that the increase in population growth. The population of the people living in villages is growing at ann enormous rate.Onereasonbehind the increase of population isthe lack of entertainment sources for people living in rural areas. As the people living in villages have not enough work to do, so they pass their time doing intercourse.This way they feel like actually doing something worth, rather than wasting time doing absolutely nothing.We can clearly see four to sixkids in most of the families living in villages. In this way, they feel like actually giving something to the world their own contribution.The consequences of increasing population are lack of employment. Due to the increase in the population, the people find hard to find jobs, because there is less demandthan the supply. This is one of the biggest reason behind the increasing gap between the rich and the poor in the society. The rich thinks that the poor people are subordinates of the society and are not worth being in the society.If we have to make change in the society by decreasing this gap first. The first and the most important step we can take is by controlling the rate of increase in population. There should be some laws and rules for this, like not limiting of giving the born babies. In China, there is a law which states that no family in China can give birth to more than child, giving birth to more than one baby is punishable by law. So, to make big change in the society, the government has to take harsh dicisions in order to solve this problem.",2.5
342,2,2_255,"Now a day in our society thereare different type of people living. they are live in society in different different way and manners,some of them are very rich and some are poors there are a third type of people are also live in our society they are known as midle person which is live their daily reapeted routeen they are work for rich persons and earning some predifined money for surviving his life. In our society who is rich person they wants to be more rich and they also want to pressing poor peoples, due to this reason in our society there is genrated a high gap between rich and poor people and this gap is increasing day by day. and this also a reason by which people not respecting each other,the rich persons are greedy so they want to more and more money and for this money they do unoutherised work and earing black money and this black money make our country very poor and in loss .For distroying this type of black money our respected Prime minister Narendra Modi do some important work, he banned rupees 500 and 1000 notes and genrating new notes of rupees 500 and 2000 with the help of RBI which is very helpfullin distroying black money.By this great step of our prime minister in now time there are no any difference between rich and poor people allthese are standing in a same row, for redusing the gap between rich and poor people we have to suport the these step of ourprime minister narendra mod",2.0
343,2,2_86,"The two worldsThis world is today plagued by various concepts of jealousy, anger, hatred , greed and other emotions which are too harmful for the entire human society. The result of these emotions is that we are on a condition that there are two worlds within the same human race, one world is the world of the poor and the other world is the world of the rich. The concepts of looting the world which was generalised by the popes and the jealous people back 600 or so centuries earlier is still prevailing. the loot of the west and the eastern worlds and taking all the valuables which was kicked of centuries ago by sending two pirates, Alexender and Vasco Da gama is still being continued. That was just an example . There are thousands of other people who think of gaining happiness by concentration of wealth, which has led to nothing but temporary happiness among the looters and poverty, miseries and a hundred other problems among the poor.The only solution of this problem is to follow th thousand years old technique of India in creating and mantaining peace and harmony in the nation, India is the only nation to have survived thousand years of torture.Its religionhas prooved to stand against all te tortures. the Indian education system which was ruined by the British need to be revaitalised and spread accross the whole world. wealth is a source of temporary happiness. once a greedy person acquires wealth he tries to gain the happiness of enjoying the luxuries attained by wealth again and again and this turns into a futile cycle which leads to expionential increase in the desire of the person. But a wise person would acquire wealth and would keep it the amount which he needs and rest he would spend for doing dharma or donation for the needy people.The need of the hour is tha the whole world should understand that greater happiness lies in dharma rathear tha n kam or desire, so The solution is to introduce Indian age old and rich education system in the whole world.",0.0
344,2,2_176,"The gap between rich and poor is very discriminating these days. The rich people uses there power and money to stand beyond the poors and poors have nothing to do to stand against them because nobody stand on bahalf of them. It should be known that by these poors we are getting food and daily needs. If farmers stop there work then no body will get food.The consequences of these will result in massacre in people living in same society because they live together and by that they will not share each others opinion. This is very bad for comming generations to come if people will share their thoughts then hoe India will develop socially. It is always found that rich people dominates poor and the poor dont have any support to stand against them. Many celebrities in India commitcrime and they get released by the use their money while in other case the poor people having lach of money have to face the punishment wheather the crime done by the poor and the rich person is same. And by this money power game the poor people gets angry with the rich people.One example related to this is a celebrity Salman Khan who recently got released after killing 5 peoples who where sleeping in the streetsby his car. The poors case file against him but he was released by his money power.So, First thing that should be done is to make laws equal for all wheather its rich or poor. The constitution should take severe actions against this and corruption should be banned. By these India will develop in coming generations.",2.0
345,2,2_215,rich and people have in the society why because their financial expences more in the market that way more people showing in the society some of the poor back ground in old days have been coming from their family that way they are take more financial problems in the society in india have more population in the country half of earth's wealth lies in the hands of one present of its people the population more in the country we facing so many problems in the country they are list of requirement in india so many problems faccing to the in india society according to our health and nature we are facing more problems in the contry they take in more risk in the country our govern also relicing funds to our government in india categorys of the people to face some risk in the country they can not gets more money the country at the facing financial problems in india poor and rich people are in the society according to their needs entire in the society in all the world they required facing of the society in olden days so any people are poor but now adays al most 75 percentage less in the rich in the country of required of the society in india have so many problems in the expences in the country required financial position place in the country at a time in teh society in the india organizations in the country,2.5
346,2,2_179,"The gap between rich and poor is increasing day by day.this is very harmful for our sosiety and also for the world.this increasing gaps between the rich and poor family is plauing our society.This is the huse problem.some of people is workng at good place earning much more money.some of people is not earning the sufficient money.in the other side some people are such who are not educated and by doing hard work he get some money.he is doin as a labour in any industry and other palces.there are many peoples which are at god place of working has a good salary have attitude which is not good.there are many peoples which is ill litererate.they can not do jobs in any office.many peoples has some problems thats why the can not read as requirement for good jobs.many of peoples are such type which have not food and meals for two times.they have to slep many time without eating any foods.so tte people which are earning good money they should understand their problems.athe rich people should think about that,the rich peoples have good and large houses well decoreted homes , but these all things are ultimately made by that poor people which are not educated as much as rich people so the rich people has to under stand the problems of that poor people.the main problem is mainly the thinking of the people.if all the people improve their thinking and they under stand all problems of the poor people then this problem can be decrease mostly.there are so many pepole which have no food for eat.and the remady of these problem is that the rich people should help them.the rich people should help them bye giving money.the rich people shold give them food for eating.shelter and also they can helps there in many ways.rich people shold give the donate for the poor peoples.",2.0
347,2,2_47,"we all know that every coin has two faces either tail or head , both are important and have their effective value as same as in our society there are two types of people RICH or POOR but there are a major role of middle class society.THE rich people are those who have there big industries or some other business ,they live a ROYAL and LUXURY life. One the other hand the poor peoples are those which have not any idea that they will eat or provide the food to there family or not ,poor people cannot earn that much to full there needs and a hungry stomach.We all know that poor people always survive in their life to fulfill there needs and rich people are free to achieve their entertainment and needs. rich and poor are two opposites words so it will have different impact on the society and the economy of the nation.The increasing gap between rich and poor is plaguing our society today because of mentality of the each person and the main factor is the living standard of the person.There is no doubt that everyone wants to live the luxury life and have a peace and fullfill thier wishes and the entertainment that is the main reason of plaguing the society.Everyone have a desire to become rich and so if u want to become rich first educate yourself and your and other people . Half of earth wealth lies in the hand of one percent of its people its quater of the population cannot feed itself a day meal so the only remedy is to be educate and main the same mental ability of the person .the only bridges the gap to help each other in any way and give chances to new innovates.",2.5
348,2,2_173,"The gap between rich and the poor keeps widening. There is no standard measure of inequality, but most indicators suggest it slowed or fell during the financial crisis and is now growing again. This inequality is a threat to economic growth. This is partly because there is a wider gap in education in different areas, which leads to a less effective workforce. The reason for growing inequality is the growth in whatit calls notstandard work, which includes temporary contracts and self-employment. you often hear inequality has widened because globalization and technological change have made most people less competitive. while making the best educated more competitive. There is some truth to this . The tasks most people used to do can now be done more cheaply by lower-paid workers abroad or b computer driven machines.The redistribution of the collected taxes is not happening properly. collecting the money from rich and utilizing them for the betterment or reduction in poverty can definitely bring a change in the gap between poor and rich. Providing proper workspace for people at all standards can also make a change.",4.0
349,2,2_73,"There is nothing new to be suprised about the alarming gap maximization between rich and the poor.Though the society is developing in the possible ways, still a quater of its population are searching for the ways to fulfill their hunger.It is so astonishing that all the wealth of earth has been strucked in the hands of 1% population of the soceity. This is the major drawback that soceity is facing. Though any number of NGOs'are trying on their best possible ways to balance some of hunger of the society,it is still underlying with the increasing population.There should be a remedy that need to be found to balance this issue.However the excess greed of the rich is not ready to not allowing them to let this happen.There is nothing much wrong from the richies side because once a person turns out to be rich, his value of assets starts increasing and eventually that accumulates to the principle amounts.Foundation called BILL AND MELLINDA GATES'' is doing much on behalf of the bill gates and mellinda gates. They are giving most of their fortune to the welfare of the society and so like WARREN BUFFET.There are some people who vuluntarily wants to do some thing for the society out of their fortunes.Corruption is one of the biggest evils that soceity is facing today. It is showing its power from kinder garden school to endless. The moment corruption could able to be controlled, the rest interrellated things conclude.Brighter students will get an oppurtunity to study and enhance their futures if they are poor.No one can individually stop the alarming increase of poor but a collaborative work of all can balance the lives of all.",2.5
350,2,2_4,"Yes,now a days the gap between the richness and poorness is increasing.As per government view corruption is the best example for this fact.In every field this gap is increasing.In case rainy season is not good farmers were suffering a big problem and result again they making money with intrest and results in suceeds .Government is providing lot of opportunities but this will consumed by richer people above them.Rich peoples becoming richer and poor people becoming still poorer.We have many consequences for this,as technology is improving the knowledge of this is not meting the poor people and they still becoming poorer in every field.If poor people wants to continue their education they have pay enough money to proceed further again poorness showing his loss.If one por knowledgable he/she wants to get a job in any government field have to pay enough money for that.In marketing feild also this becoming sever ,as the farmers not getting good expected price on their crops.In social field also government conducting different programs for the welfare of the poor peoples but these programs and conducting people offering money that those people can't pay again this is loss for them richness still grows.If we think to solve this problem we come across different fields of working on it.In all private education school and collages the system of donations should become less or banned which helps poorer students to show their talents and progress.In marketing also crops should be given with good price.And the awareness programs regarding this issue should be conducted to meet the poorer people.some people is not getting their meals even ,so they have to come forward in all fields.Information regarding technologies should meet the poorer students so that they improve their way of going .final motto is help poorer people .",4.5
351,2,2_26,"Yes the increasing gap between rich and poor is plaguing our society today. In this world more prominence is given to rich people and they are neglecting poor ones,this makes there is lot of difference between them. To avoid this we should give equal importance to both rich and poor. We should make new law for this so that people will obey, otherwise we cant change anything. As we know plague is a big hazardous to human beings because we dont have solution for that disese and it will spread out from one person to another person, similarly discriminating between rich and poor is also a big hazardous to our country. we should avoid this otherwise it will spread our whole country and later we wont get solution for this.To avoid increasing gap, rich people can adopt a poor child and should give better education for that child. By doing this we can avoid atleast one child from poverty. Education is the best solution for avoiding poverty and differentiating rich and poor. so if each rich people adopt atleast two to threee child, then within 10 years there will be no poor people at all. so this is the best solution. And if government makes some laws then also the problem can be avoided. Because laws cannot be braoken by common people, even though they are not interested.And even the poor people should not get fear of rich people, and even rich person should not think they are great, they can do anything for the poor people. once rich people are punishable for there illegal activities and harrasment on poor people then definetly in future we dont have any problem reagarding differentiating rich and poor. so its all depends on the people and the governmentThank you",3.0
352,2,2_95,THE RELATION GAPE IN THE SOCIETY One of the most society issue in the 'Increasing gap between the RICH AND POOR'. In the time society faced by the relation of the rich and poor. Because the proleam mony. It is the part of life richs is knowns as her probleams . He do not accept her surrounding probleams .in the same time the society is helped to the poor ppeople. T trust 's '' IS ALWAYS HELPED TO THE POOR PEOPLE''. if the society is the part of a men. the he constracted a good relation in the society sure can help.The poors is not an barrious of people and society always is the part of human. in the way of a good human life is constracted so help as the poor people.then the same time of the people help as to a good society..,1.5
353,2,2_320,"In our society, there is a huge gap between the rich and the poor. We live in a society where there are people who do not even have money to feed themselves and their families and on the other hand there are people who waste money on unnecessary things as they don't value money. The major concern is that almost half of the earth's wealth is in the hands of the one per ecnt of its people and the rest are poor who are not even in a condition to feed themselves.The gap between rich and poor can never be completelyeradicated from the societyas the rich don't want to help the poors and the poor are not in the condition to help themselves. Governemnet takes initiatives to help the poor and provide them funds and several NGO's are taking further steps to reach the poor and help them. But this can't be sufficient unless the rich takes the initative and help eradicate poverty from the society as they are the one who have a dominant role in the society and one forward step from them will have a greater impact on the society. The other way in which the gap between poor and rich can be decreased is by providing employment. As the poor will be employed they will not be dependent on others and can have their meals. The poor needs to understand that if they are born in a poor family that doesn't mean that they need to die in a poor family, they should to something for themselves and no one can act as a hindrance in their growth process.If every section of the society works together with the government and the NGO's then the gap between rich and poor wiil be eradicated completely . It is about who takes first step and have a dominant role in the society.",3.0
354,2,2_89,"The society have mainly differentiate in three categories acording to their monthly earnings and expences. As one family can earn lot of money per month they can expence more. mainly three categories are upper, middle, lower class society. The expence of upper class society is increases with the increasing earnings, we can see the balance in between expences and income and a savings concept in middle class while a somehow spending the day concept in lower class society. The education is also in lower class society is not too largely spread or their is a lack of higher studies in lower society cause they can not afford the heigher education cost.We can see there are many examples like our President Dr. A.P.J Abdul Kalam who is also from the lower society, who have struggle a lot to get achieve a sucess. but the oppourtunity of of getting things are very narrower in the lower society. The higher society people makes thing easily and their daily life style is far different from the lower or middle class family.In India, the upper class and lower class and middle class family are very distinguishable by thier daily life activities. The lower class people in India is more than 20% who have daily life struggle to earn thier essential commodites for living while their are more than 60% people are middle class family and more than 15% people are in upper class family. There is a black money concept which is also a headaque for India. There are more than 500 billion rupees of black money in india which are not yet found. The process of Digital India which has started by Indian prime minister Mr.Modi which to get the black money stolen from the Indian people which are yet under process. The initiative taken is the process.The poor people and the rich people are part of India,and if the richer people if help the poorer people in their studies to go beyond the line then and only then we can make our dream India into a real one.",2.5
355,2,2_39,"We must understand and appreciate the fact that 'one who strive, thrives'. In order to readicate their poverty people opt for various career options and the 'rich' in discussion are either entrepreneur or highly educated individuals who have turned their fate by adding real value to their corporations nad society. But those who could achieve either of the tow rely mostly upon the government as their well-wisher. There are many reasons to this divide but mostly narrows down inadequate acess to either proper education and as a consequence lack employement opportunity. Another major issue that have contributued to the problem is the tax structure. It is not that our tax structure factours the wealthy but around the globe it favours investors and compensates from the hard working middle class. And in order to be an investor one must have money which is only possible by way of earning epso facto",2.0
356,2,2_290,"India is a rich country of poor peoples.i am saying this statement because most of the money in india are in the hands of rich people.almost 60 percent people of india are living in below poverty line (BPL).so there is a huge gap between rich and poor people in our society and this gap is increasing day by day.The reason behind this enormous gap are education,unemployment,illiteracy,corruption etc.if we talk about education then we find that our education system are not so powerful that it can produce well skillful,knowledgable graduates.according to a study only 2 percent of graduates in india are deserving jobs.if we talking about our leaders of country,then we find that they are not well educated and still they running our country as a result we are lagging from other countries due to corruption,bad policies etc. and also due to corruption these politicians becomes rich and the conditions of our people of BPL is as it is. the main reason of this because educated people does not want to going in politics.unemployment is also the one of the main reason in this huge gap .almost 1 out of 3 people in our country are seekin for a job. so we can estimate the condition of poverty in india.these problems are not only of india but also with the people of most of the countries like bhutan,afganistan,pakistan,bangladesh,african countries,etc so we can conclude that half of earth's wealth lies in the hands of one percent of its people while a quarter of the population cannot feed itself a day's meal.te effective remedy for it i seducation,",3.5
357,2,2_200,"Someone has truly said that India is a poor country where rich lives.This type of statementgot promoted because wealth in India got accumulated in hands of few.Even today,the gap between rich and poor is immense and this is affecting our society in one or other way.The reasons for this gap arediverse.Corruption and suppression of people from lower or middle class can be sought as a leading factor for this epidemic.Several government funds meant for distribution among poor or any such welafare programs for the needy do not execute properly.In fact,on contrary most of the time money is being captured by the intermediate people or people involved with these typeof programs.Atremendous amount of population dwelling below poverty line are not able to feed themselves.In addition of that,people are being cheated in the market business.For example the compulsion to buy another product with the product you desire to buy.Working class people do not receive satisfactory wages from the money lords.Sometimes government officials do not progress work of the common people without taking a bribe and this is also a profound impact of corruption.Moreover poor people are not receiving much opportunities to grow or flourish around the economy.They are suppressed or do not have means to access those.These situations are not a healthy remarkfor a nation to become a superpower.Hence there is a urgent call to bridge the gap between the rich and the poor.We need to support the needy people and should work as a whistle blower in case of any unfair.In fact,the recent step of PMO to ban bills of 500 and 1000 is a appreciable step that can rout out black money.Strict rules should be made against corruption and poor people should be given thier stand to voice and receive opportunities.",3.5
358,2,2_318,In our world importan problem is the inceracing gap between rich and poor people is plaguing our society.The many peoples have fear about the probleam.The childerns are very crazy to behaviour in our people.The poor childrens are fear and they donot play with the rich people.rich people buy the good items in big prizce but the poor peoples are donot buy high quality things in big shopes.the poor peoples are dont understand how to buy in the big maal or big shopes.The poor peoples are not save money for future and they buy prodect per day.The poor peoples are not educated and they do not update their knowledage .In our socitey rich peoples are donot understand the poor people probleams we have to responsible for thetheir probleams.The pooe peoples are donot go back they will come to the front to the world.The rich people have to encorage the peoples and their sponsers to the people.In the world they is no distigush the poor people and rich peoples all peoples all good human .Give love to all people and put encorage the people.....,2.0
359,2,2_340,"i am discuss in topic the increasing gap betbeen rich and poor is playing our socity.Equality is a figment of information. disparity betbeen people exists in all societes for the simple resion that we are not born equl and we have un equal ability and skillsets. i can not run like Usain bolt, compose like Mozart as paint like michelangelo . i dont produse as much economic out put as Mark Zuckerberg.if there were athletic events like the olympics , i would never really know about bo,t and might presume that humanes are not that different in the running skills. once your have a plateform and the distance betbeen bolt and the average human is clearly visible without a good concent hall, it would be hard to recoginze in the same way , in primitive economies without a lot of oppurtunites , there might be an appearebce in case of india , the disparty has grown a bit in the tess the last couple of decaades as enconomic growth by its desine is unequal as we as saw economic growth by itsa few years ago a young graduate named phanim=ndra sama saw an opportunity in bour socity is a very soficated environment ann in this society is many satuation in pooor family members . and like rich family msmbers are not problem face . but poor family memners face to proble because they are belong to poor family . our society give the proority most offer than rich family .ant increashing gap betbeen rich and poor is plannin our society. and most people are give up the his life or her life because our society . and menaly people are give up his life becuse our sociaty is the make a critical satu",2.0
360,2,2_375,"As World's population is increasing day by day the financial levels of peoples is dividing on a big scale.this gap bwetween the higher society levels and lower one's is increasing as the time is going on. now a days we can easily differentiate the crowd on the basis of their level.in our country,India, this gap is increasing rapidly.all this is not came from our privious ages these are maintined by the peoples of society.the rich one's are getting richer and poor one's are getting poor.this rich society always tries to compress the lower one.this is the reason why this gap is maintained till now and will also be maintained onwards.if we are going for the goverment system,or goverment policies which are working for the welfare of poor population,we can find corrutpion on a large scale,on the other hand if we are going for employment policies there is hell lot of biasing one can find.the services which are meant for poor peoples are taken by the rich one,man times these unfortunate peoples are don't even known from these schemes of goverment.due to corrupion in education system they are not even able to provide better educational facilities to their childrens.this lack of awarenwess and ruling trend of rich one's is suppresing lower level more and more day by day.loats of schemes like JAN KALYAN YOJNA conductedc by goverment but they became worthless as higher society corruption ate that up.as BPL cards are alloated by the goverment to decrease general expenses for poor peoples on their daily need,but many rich peoples are also taking advantages of it.JAN DHAN YOJANA is also from one of those corrupted schemes.the speed of increament of this gap will eventually make very devastating results.the whole county will divide in two levels which will destroy the unform finanical level.",2.5
361,2,2_285,"Indian economy today is suffering huge ups and downs because of this inequal distribution of money among people. There is an increasing gap between the rich and the poor because the poor does not get enough job opportunities and even they are devoid of education, as a result of this they are always prevailing in a lower position than the rich. Especially in the education system we can see biasing and every system is corrupted. Only those children who can provide bribes are accepted for higher studies and gets the best opportunities. Even in the industries and government jobs always the rich people get the chance because of some corruption and for earning black money. In this way the gap between the rich and poor is increasing day by day. As a consequence India remains as a poor and developing country, because half of the wealth lies in the hands of one percent of its people. As a result some people are so rich that they can spend crores of money in luxury and on the other hand a quarter of the population cannot even feed themselves and their family everyday. These people are suffering from many chronic diseases and dying without proper medical treatment and even they do not have a permanent shelter to be safe, they are devoid of all their basic requirements. As a result of this not only in India but in worldwide corruption is increasing, crime is increasing, death mortality is also increasing, unemployment is one more outcome of this and global peace is hampered. Government should check these loop holes in the system and should also provide the basic amenities to the poor people free of cost. Even they should provide schools more fund to the schools for the education of the poor.",3.0
362,2,2_172,"The gap between the highclass people and low class people in our country is increasing immensly day by day and its a matter of real concern also as rich people they are being paid attention in our society.They have surplus amount of money,food,clothes,place to live etc.nd they simply misuse it. They not even respect what they have ,what they earn.Their entry is not prohibited from any place.Theyhave right ofeverything,they can do anything ,any crimebt they wont be punished much as they are the people of high class society.It seems as if the society is all about these people only as the people of low and middle classes i.e. poor people they r never in limelight.They r discarded,punished,every rights are simply scretched away from them.Rich people prefer branded clothes to buy fr high lifestyle byt they wont prefer buying from vendors who are selling the same things at much low prices juss because it will be against their social status and high lifestyle.Even these poor people are treated illregard everywhere.They are not permitted to enter into any high society parties,amusment places.etc.                                                                                                                 Thus,the gap between rich and poor is plaguing our society as its becauseof this half population of our country is developing so much day by day whereas rest protion of people are still underdeveloped..Today,the scenario of our country is like quarter of the population cannot feed itself a days meal.Thus equal rights should be given toall,encouragement should be made towardseducation,no gender discrimanation,proper shelter,medical facilities,no early child marriage,better lifestyleforthe proper upliftment of our country because its only then our country will be said a developing nation in real sense when the gap between rich and poor will no longer have space in our society and all the people will be treated on equal basis.",2.5
